リポジトリ名,GitHub URL,名前A,ドメイン1,ドメイン2,ドメイン3,名前B,ドメイン1,ドメイン2,ドメイン3,Description,説明文
firebase/FirebaseUI-Android,https://github.com/firebase/FirebaseUI-Android,k-nishiura,Web,Development,Utility,,,,,Optimized UI components for Firebase,Firebase用に最適化されたUIコンポーネント
FluentLenium/FluentLenium,https://github.com/FluentLenium/FluentLenium,k-nishiura,Web,Testing,,,,,,FluentLenium is a website & mobile automation framework which extends Selenium to write reliable and resilient UI functional tests. This framework is React ready. Written and maintained by people who are automating browser-based tests on a daily basis.,FluentLeniumは、Seleniumを拡張して信頼性と復元力のあるUI機能テストを作成するWebサイトおよびモバイルオートメーションフレームワークです。このフレームワークは、React対応です。ブラウザベースのテストを毎日自動化する人々によって書かれ、維持されています。
foxinmy/weixin4j,https://github.com/foxinmy/weixin4j,k-nishiura,Web,Development,,,,,,(微信开发工具包)weixin sdk for Java,（微信开发工具包）weixin SDK for Java
galenframework/galen,https://github.com/galenframework/galen,k-nishiura,Web,Testing,,,,,,Layout and functional testing framework for websites,Webサイトのレイアウトおよび機能テストフレームワーク
gary-rowe/multibit-merchant,https://github.com/gary-rowe/multibit-merchant,k-nishiura,Web,,,,,,,A free and open source Bitcoin ecommerce platform - with several representative clients (online shop - admin etc). Uses Dropwizard - HAL - MongoDB etc,いくつかの代表的なクライアント（オンラインショップ-管理者など）がいる無料でオープンソースのBitcoin eコマースプラットフォーム。 Dropwizardを使用-HAL-MongoDBなど
gazbert/bxbot,https://github.com/gazbert/bxbot,k-nishiura,Web,Financial,,,,,,A simple Bitcoin trading bot written in Java.,Javaで書かれたシンプルなビットコイン取引ボット。
GeoWebCache/geowebcache,https://github.com/GeoWebCache/geowebcache,k-nishiura,Web,,,,,,,GeoWebCache is a tile caching server implemented in Java that provides various tile caching services like WMS-C - TMS - WMTS - Google Maps - MS Bing and more,GeoWebCacheは、WMS-C-TMS-WMTS-Google Maps-MS Bingなどのさまざまなタイルキャッシュサービスを提供するJavaで実装されたタイルキャッシュサーバーです。
gexiangdong/tutorial,https://github.com/gexiangdong/tutorial,k-nishiura,Web,Development,,,,,,Spring Boot的例子，包含RESTful API - MVC - JMS - Cache - Mybatis - Cache - Websocket...,Spring Bootの例子、RESTful APIを含む-MVC-JMS-キャッシュ-Mybatis-キャッシュ-Websocket ...
gk-brown/HTTP-RPC,https://github.com/gk-brown/HTTP-RPC,k-nishiura,Web,,,,,,,Lightweight REST for Java,Java用の軽量REST
glowroot/glowroot,https://github.com/glowroot/glowroot,k-nishiura,Web,Performance,,,,,,Easy to use - very low overhead - Java APM,使いやすい-非常に低いオーバーヘッド-Java APM
google/MOE,https://github.com/google/MOE,k-nishiura,Web,Development,,,,,,Make Opensource Easy - tools for synchronizing repositories,オープンソースを簡単にする-リポジトリを同期するためのツール
grails/grails-core,https://github.com/grails/grails-core,k-nishiura,Web,,,s-kokuryo,Web,,,The Grails Web Application Framework,Grails Webアプリケーションフレームワーク
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper,k-nishiura,Web,Geospatial,,,,,,An open source routing engine. Use it as Java library or server. With OpenStreetMap.,オープンソースのルーティングエンジン。 Javaライブラリまたはサーバーとして使用します。 OpenStreetMapを使用。
gravitee-io/gravitee-gateway,https://github.com/gravitee-io/gravitee-gateway,k-nishiura,Web,Network,,,,,,Gravitee.io - API Management - OpenSource API Gateway,Gravitee.io-API管理-オープンソースAPIゲートウェイ
gwtproject/gwt,https://github.com/gwtproject/gwt,k-nishiura,Web,Development,,,,,,GWT Open Source Project,GWTオープンソースプロジェクト
HubSpot/Singularity,https://github.com/HubSpot/Singularity,k-nishiura,Web,,,,,,,Scheduler (HTTP API and webapp) for running Mesos tasks—long running processes - one-off tasks - and scheduled jobs. #hubspot-open-source,Mesosタスクを実行するためのスケジューラ（HTTP APIおよびwebapp）-長時間実行されるプロセス-1回限りのタスク-およびスケジュールされたジョブ。 ＃hubspot-open-source
hypercube1024/firefly,https://github.com/hypercube1024/firefly,k-nishiura,Web,Development,,,,,,Firefly is an asynchronous web framework for rapid development of high-performance web application.,Fireflyは、高性能Webアプリケーションを迅速に開発するための非同期Webフレームワークです。
hzxie/voj,https://github.com/hzxie/voj,k-nishiura,Web,Development,,,,,,Cross-platform online judge system based on Spring MVC framework and ActiveMQ.,Spring MVCフレームワークとActiveMQに基づくクロスプラットフォームのオンラインジャッジシステム。
iainporter/rest-java,https://github.com/iainporter/rest-java,k-nishiura,Web,Development,,,,,,Building rest services in Java with Spring and Jersey,SpringとJerseyを使用してJavaで休憩サービスを構築する
ilscipio/scipio-erp,https://github.com/ilscipio/scipio-erp,k-nishiura,Web,Multimedia,Financial,,,,,Your Online Business Kit - Build your own business applications. Create your own online shop. Customize to your own needs.,オンラインビジネスキット-独自のビジネスアプリケーションを構築します。独自のオンラインショップを作成します。独自のニーズに合わせてカスタマイズします。
JavaEden/Orchid,https://github.com/JavaEden/Orchid,k-nishiura,Web,Document,,,,,,Build and deploy beautiful documentation sites that grow with you,成長する美しいドキュメントサイトを構築して展開する
jbake-org/jbake,https://github.com/jbake-org/jbake,k-nishiura,Web,,,,,,,Java based open source static site/blog generator for developers & designers.,開発者および設計者向けのJavaベースのオープンソースの静的サイト/ブログジェネレーター。
jbosstm/narayana,https://github.com/jbosstm/narayana,k-nishiura,Web,Development,,,,,,The codebase for the narayana project,narayanaプロジェクトのコードベース
jenkinsci/email-ext-plugin,https://github.com/jenkinsci/email-ext-plugin,k-nishiura,Web,,,,,,,Jenkins email-ext plugin,Jenkins email-extプラグイン
jersey/jersey,https://github.com/jersey/jersey,k-nishiura,Web,,,,,,,This is no longer the active Jersey repository. Please see the README.md,これは、アクティブなJerseyリポジトリではなくなりました。 README.mdをご覧ください
jhipster/jhipster-sample-app,https://github.com/jhipster/jhipster-sample-app,k-nishiura,Web,Development,,,,,,This is a sample application created with JHipster,これは、JHipsterで作成されたサンプルアプリケーションです。
joinfaces/joinfaces,https://github.com/joinfaces/joinfaces,k-nishiura,Web,Development,,,,,,JoinFaces: JSF Spring Boot Starters - JSF inside Spring Boot Application,JoinFaces：JSF Spring Boot Starters-Spring Bootアプリケーション内のJSF
jonashackt/tutorial-soap-spring-boot-cxf,https://github.com/jonashackt/tutorial-soap-spring-boot-cxf,k-nishiura,Web,Operation,,,,,,Tutorial how to create - test - deploy - monitor SOAP-Webservices using Spring Boot and Apache CXF,チュートリアルの作成方法-テスト-デプロイ-Spring BootとApache CXFを使用してSOAP Webサービスを監視する
jpush/jpush-api-java-client,https://github.com/jpush/jpush-api-java-client,k-nishiura,Web,Network,,,,,,JiGuang's officially supported Java client library for accessing JPush APIs.   极光官方支持的 Java 版本服务器端 SDK。,JiGuangがJPush APIにアクセスするために公式にサポートしたJavaクライアントライブラリ。極光官方がサポートするJava版本サービスサーバー端SDK。
JumpMind/metl,https://github.com/JumpMind/metl,k-nishiura,Web,,,,,,,Metl is a simple - web-based integration platform that allows for several different styles of data integration including messaging - file based Extract/Transform/Load (ETL) - and remote procedure invocation via Web Services. Read more at www.jumpmind.com/products/metl/overview,Metlはシンプル-メッセージングを含むいくつかの異なるスタイルのデータ統合を可能にするWebベースの統合プラットフォーム-ファイルベースのExtract / Transform / Load（ETL）-およびWebサービスを介したリモートプロシージャ呼び出し。詳細については、www.jumpmind.com / products / metl / overviewをご覧ください
kickstarter/android-oss,https://github.com/kickstarter/android-oss,k-nishiura,Web,Development,,,,,,Kickstarter for Android. Bring new ideas to life - anywhere.,Kickstarter for Android。新しいアイデアを実現-どこでも。
killbill/killbill,https://github.com/killbill/killbill,k-nishiura,Web,Financial,,,,,,Open-Source Subscription Billing & Payment Platform,オープンソースのサブスクリプション請求および支払いプラットフォーム
knowitall/reverb,https://github.com/knowitall/reverb,k-nishiura,Web,,,,,,,Web-Scale Open Information Extraction,Webスケールのオープン情報の抽出
kohsuke/jenkins,https://github.com/kohsuke/jenkins,k-nishiura,Web,Network,Development,,,,,Jenkins Continuous Integration server,Jenkins Continuous Integrationサーバー
laiweiwei/eweb4j-framework,https://github.com/laiweiwei/eweb4j-framework,k-nishiura,Web,,,,,,,easy web framework for java,Java用の簡単なWebフレームワーク
LibrePlan/libreplan,https://github.com/LibrePlan/libreplan,k-nishiura,Web,Financial,,,,,,LibrePlan - Open Web Planning,LibrePlan-オープンWebプランニング
line/line-bot-sdk-java,https://github.com/line/line-bot-sdk-java,k-nishiura,Web,Programing,,,,,,LINE Messaging API SDK for Java,Java用LINEメッセージングAPI SDK
magro/memcached-session-manager,https://github.com/magro/memcached-session-manager,k-nishiura,Web,Operation,,,,,,A tomcat session manager that backups sessions in memcached and pulls them from there if asked for unknown sessions,memcachedのセッションをバックアップし、不明なセッションを要求された場合にそこからそれらをプルするTomcatセッションマネージャー
marubinotto/Piggydb,https://github.com/marubinotto/Piggydb,k-nishiura,Web,,,,,,,Piggydb is a Web notebook application that provides you with a platform to build your knowledge personally or collaboratively.,Piggydbは、個人または共同で知識を構築するためのプラットフォームを提供するWebノートブックアプリケーションです。
maxcom/lorsource,https://github.com/maxcom/lorsource,k-nishiura,Web,,,,,,,Linux.org.ru website engine,Linux.org.ruウェブサイトエンジン
membrane/service-proxy,https://github.com/membrane/service-proxy,k-nishiura,Web,,,,,,,API gateway for REST and SOAP written in Java.,Javaで記述されたRESTおよびSOAPのAPIゲートウェイ。
mopemope/meghanada-server,https://github.com/mopemope/meghanada-server,k-nishiura,Web,Development,,,,,,A Java IDE Server for your editor. Java IDE-like features to your favourite text editor.,エディター用のJava IDEサーバー。お気に入りのテキストエディタにJava IDEのような機能。
